Th,Tc,Tw,Th_in,Tc_in
323.88447795368717,321.01048551262306,321.81939617927827,348.9760320659728,311.17470774253604
323.9648632262364,321.0978711277379,321.90757237836885,348.9760320659728,311.17470774253604
324.04301902541016,321.1765867734454,321.99048450633404,348.9760320659728,311.17470774253604
324.11686971419545,321.2507153228696,322.0686979696695,348.9760320659728,311.17470774253604
324.1865001870849,321.32059006132437,322.1424325449252,348.9760320659728,311.17470774253604
324.252144170637,321.3864632425263,322.21194508748573,348.9760320659728,311.17470774253604
324.3140310469525,321.448566133116,322.27747907265024,348.9760320659728,311.17470774253604
324.3723772869381,321.50711602504435,322.33926376314827,348.9760320659728,311.17470774253604
324.42738542352845,321.5623161620182,322.3975136295973,348.9760320659728,311.17470774253604
324.47924641033484,321.61435816438296,322.4524308789757,348.9760320659728,311.17470774253604
324.5279533144468,321.6632350750439,322.50400816981113,348.9760320659728,311.17470774253604
324.5738898327577,321.7093319301507,322.55265181095587,348.9760320659728,311.17470774253604
324.61721340851085,321.7528067224867,322.59852852407073,348.9760320659728,311.17470774253604
324.6580725413083,321.7938084699768,322.6417955601102,348.9760320659728,311.17470774253604
324.6966072950654,321.83247772541523,322.68260123721166,348.9760320659728,311.17470774253604
324.7329497771083,321.86894705723563,322.72108544802705,348.9760320659728,311.17470774253604
324.76722459002764,321.9033415029414,322.757380138205,348.9760320659728,311.17470774253604
324.79954925793095,321.9357789968462,322.7916097577633,348.9760320659728,311.17470774253604
325.23729481654317,320.4896847926347,322.67257463250314,355.81108067662706,290.7069396915984
325.13189156253435,320.2567053702204,322.50785953258315,355.81108067662706,290.7069396915984
324.98811310638285,320.10423668255424,322.3516927983519,355.81108067662706,290.7069396915984
326.05751745401415,321.0578351927654,322.6071228384079,369.7499185775044,303.53037896840766
326.46559002435845,321.45279342669846,323.0025096919731,369.7499185775044,303.53037896840766
326.8241188290163,321.81141791493854,323.38068066381527,369.7499185775044,303.53037896840766
327.16102756589595,322.1494340894452,323.7373967711017,369.7499185775044,303.53037896840766
327.4785866468613,322.4680980695459,324.07366822002984,369.7499185775044,303.53037896840766
327.77794704072244,322.7685031638675,324.3906703673865,369.7499185775044,303.53037896840766
328.0601532610962,323.0516943871962,324.6895075101584,369.7499185775044,303.53037896840766
328.3261884425559,323.3186581371801,324.97122062996135,369.7499185775044,303.53037896840766
328.57697930325725,323.5703243581218,325.23679105362845,369.7499185775044,303.53037896840766
328.81339944324765,323.8075696988251,325.4871438638088,369.7499185775044,303.53037896840766
327.11420276243126,323.992532653855,325.3479252790297,345.6112930233218,305.98252583792595
326.75910073089034,323.77197867519953,325.06678240729286,345.6112930233218,305.98252583792595
326.4978706247597,323.5188415015322,324.79562638884573,345.6112930233218,305.98252583792595
326.2560618776347,323.2766932151081,324.5398475769386,345.6112930233218,305.98252583792595
326.0283824511611,323.0482457590054,324.2987649174539,345.6112930233218,305.98252583792595
325.81376123227005,322.832877059278,324.07149655033646,345.6112930233218,305.98252583792595
325.61143841479424,322.62984815171814,323.85725053193016,345.6112930233218,305.98252583792595
325.42070860825555,322.4384526277878,323.6552806730024,345.6112930233218,305.98252583792595
325.2409074579639,322.25802390001456,323.46488351306607,345.6112930233218,305.98252583792595
325.98477968896117,321.5359066392818,323.3749513081275,357.752365342334,297.15058601715157
325.99634507155747,321.44456846445627,323.3290325820843,357.752365342334,297.15058601715157
325.96117590970186,321.4021081201486,323.2878595079742,357.752365342334,297.15058601715157
325.92489945881033,321.36543088279535,323.2492998033343,357.752365342334,297.15058601715157
325.89068658760084,321.3310775240764,323.2130595136508,357.752365342334,297.15058601715157
325.8584114943478,321.2986880738438,323.1788814845801,357.752365342334,297.15058601715157
325.82797216815345,321.2681423626014,323.14664823912034,357.752365342334,297.15058601715157
325.79926491473475,321.2393348978096,323.11624920871856,357.752365342334,297.15058601715157
325.77219132824155,321.2121668127113,323.08758012586003,357.752365342334,297.15058601715157
326.7417152667627,320.25907329877697,323.10735250079955,371.3507813228142,283.1531552094253
326.84825195231565,320.2326091251781,323.14985245654617,371.3507813228142,283.1531552094253
326.8921133645902,320.2678833490424,323.19166959122936,371.3507813228142,283.1531552094253
326.9295292319043,320.3050633667314,323.23109568674124,371.3507813228142,283.1531552094253
326.9645305307014,320.34015842431427,323.2681445737943,371.3507813228142,283.1531552094253
324.0932275760421,321.9988511931339,322.99786649434316,332.91001372188924,309.491378308486
323.5580939937663,321.77875276871947,322.6121729084106,332.91001372188924,309.491378308486
323.19681588286073,321.4384487177347,322.24187128350746,332.91001372188924,309.491378308486
322.86636085279787,321.1082160012484,321.89268468645326,332.91001372188924,309.491378308486
322.55530645447544,320.79615526981223,321.5633416800535,332.91001372188924,309.491378308486
322.26211409707815,320.50194374882176,321.2528731949529,332.91001372188924,309.491378308486
321.9857237770141,320.224588931655,320.96019480366743,332.91001372188924,309.491378308486
321.7251709377078,319.9631266706728,320.6842871164434,332.91001372188924,309.491378308486
321.4795479205564,319.716646331767,320.42418908711977,332.91001372188924,309.491378308486
321.72184778778586,317.980584212656,320.03596209857193,340.61899807127986,288.56363953078994
321.3839524914751,317.50776837222173,319.62113216501524,340.61899807127986,288.56363953078994
323.03033525139483,318.5939192729605,319.84351827266835,364.2416479914489,305.0879201022691
323.51669291278364,319.03366104274744,320.290808069786,364.2416479914489,305.0879201022691
323.92607717850314,319.44080388597035,320.7208691749355,364.2416479914489,305.0879201022691
324.30935119491534,319.8252040760338,321.12659425509565,364.2416479914489,305.0879201022691
324.670535761434,320.18763778893896,321.5090576190564,364.2416479914489,305.0879201022691
325.01101783267393,320.5293076995252,321.8696046088195,364.2416479914489,305.0879201022691
325.33198891717836,320.85139907211664,322.209491089381,364.2416479914489,305.0879201022691
325.63456735798843,321.1550336310007,322.52990102893693,364.2416479914489,305.0879201022691
325.91980727690736,321.44126915108563,322.83195065664887,364.2416479914489,305.0879201022691
326.18870230011134,321.71110272531314,323.11669215415884,364.2416479914489,305.0879201022691
326.4653469344197,320.82407020943094,323.2119860084208,365.85700776036,289.7076442782886
326.515775574731,320.79671601123715,323.23891284058993,365.85700776036,289.7076442782886
326.54029373913517,320.8159783857383,323.2625583533061,365.85700776036,289.7076442782886
326.5612688473015,320.8369079942254,323.2846954509103,365.85700776036,289.7076442782886
326.580982503767,320.8566795586579,323.30556461340484,365.85700776036,289.7076442782886
326.59956895442957,320.87532987679566,323.32524584344606,365.85700776036,289.7076442782886
326.6126011611584,321.6233938803132,323.4567386346141,364.9514042984422,299.5274116773967
326.75287316024816,321.813174782751,323.62171519546604,364.9514042984422,299.5274116773967
326.89944989470064,321.9632693159278,323.7782607360914,364.9514042984422,299.5274116773967
327.03866904000535,322.1031340704073,323.925765399105,364.9514042984422,299.5274116773967
327.1699513584163,322.23488394323044,324.06478931477284,364.9514042984422,299.5274116773967
327.2937160994854,322.35908124597444,324.1958480411588,364.9514042984422,299.5274116773967
327.41039055632314,322.4761629800423,324.3193983561228,364.9514042984422,299.5274116773967
327.5203807593182,322.5865370950124,324.43587048364253,364.9514042984422,299.5274116773967
324.33298322474764,322.2434831821275,323.84333685132435,324.04789354039974,298.6141662200676
323.396072194299,321.5118640381605,323.0068065686048,324.04789354039974,298.6141662200676
326.3773364515246,321.6474180930355,323.0651532002357,370.1467681534286,304.74924382329993
326.01710038981986,322.0513134446292,323.29981804891463,358.8717890041831,307.2447889305269
326.14447565634345,322.23353382007815,323.4708730804995,358.8717890041831,307.2447889305269
324.7492527213091,321.81011918275453,323.24348000463004,340.11210792079453,301.8984415569807
324.3427959903573,321.47569470917495,322.8779641321252,340.11210792079453,301.8984415569807
323.756699244085,320.58164664760653,322.39160609498845,337.6002769009768,294.7249982265906
322.61335431077595,319.8821543940037,321.72370190603664,329.5131455764769,293.09210893645775
321.93240201290536,319.23176540512213,321.0304522903076,329.5131455764769,293.09210893645775
321.31171611927516,318.61103476193324,320.3745839591619,329.5131455764769,293.09210893645775
320.72779928556383,318.02517064850673,319.7563045614514,329.5131455764769,293.09210893645775
320.17738515293394,317.47284043061273,319.17345622873046,329.5131455764769,293.09210893645775
319.6585145748737,316.95215907895516,318.62400781623745,329.5131455764769,293.09210893645775
319.16937769913585,316.4613149363497,318.1060452206081,329.5131455764769,293.09210893645775
318.7082703306375,315.99859811986846,317.6177639540862,329.5131455764769,293.09210893645775
318.2735860732456,315.5623966408552,317.1574629603646,329.5131455764769,293.09210893645775
317.86381061736677,315.15119090497376,316.72353868924944,329.5131455764769,293.09210893645775
318.8734601001622,314.3902169416194,316.52453204204755,347.5131042256979,285.91905034362736
318.8512946155461,314.24250676161756,316.42302448831657,347.5131042256979,285.91905034362736
318.7691616539765,314.151769974585,316.33128668663784,347.5131042256979,285.91905034362736
319.59943312648045,314.76966406934827,316.5294334934549,358.1778104128281,293.9159910217534
319.9083554872161,315.06024242997745,316.8256801893269,358.1778104128281,293.9159910217534
321.1994648090627,314.86937531545226,317.23424096706714,371.57837126248717,286.15851619866396
321.67116333458,315.237676613612,317.67190207692175,371.57837126248717,286.15851619866396
322.06672459519075,315.62776122972156,318.08695042971533,371.57837126248717,286.15851619866396
322.436488096353,315.9984341871822,318.478298978043,371.57837126248717,286.15851619866396
322.78486617521963,316.3480076724737,318.8471966283204,371.57837126248717,286.15851619866396
320.8171736061371,317.743541690132,318.9196752585598,341.4489469127843,304.02990783430147
320.6413907707512,317.8037912462944,318.8720478749066,341.4489469127843,304.02990783430147
320.58556999918727,317.7630228798141,318.82140990388484,341.4489469127843,304.02990783430147
320.5399252387147,317.7179789111197,318.77348363257465,341.4489469127843,304.02990783430147
320.49741755162097,317.67537305829154,318.72849768656243,341.4489469127843,304.02990783430147
323.01534477466043,318.2249264303458,319.26939412640974,372.95291134438423,307.9991341160434
321.9406369434418,317.51119990300464,319.43317812991995,350.8842349441965,292.39073044453926
321.83154084904845,317.4353552008927,319.37389937309945,350.8842349441965,292.39073044453926
321.7689664985236,317.37518272356857,319.3103710466844,350.8842349441965,292.39073044453926
321.71229487506383,317.31843316725974,319.2504235274217,350.8842349441965,292.39073044453926
321.65881543776504,317.26477669917165,319.1937975758906,350.8842349441965,292.39073044453926
321.60839976001495,317.214185704982,319.1404111583244,350.8842349441965,292.39073044453926
321.5610488384653,317.1666695561247,319.090269785209,350.8842349441965,292.39073044453926
321.5163912404135,317.1218560887114,319.04298043528433,350.8842349441965,292.39073044453926
321.47427388120053,317.0795917233595,318.99838102339277,350.8842349441965,292.39073044453926
321.4345523892039,317.03973158751165,318.9563186714131,350.8842349441965,292.39073044453926
321.39709059544435,317.00213903713126,318.9166491858002,350.8842349441965,292.39073044453926
321.361760066589,316.96668519061933,318.87923656442007,350.8842349441965,292.39073044453926
321.3284396654579,316.93324848798005,318.8439525312582,350.8842349441965,292.39073044453926
321.9624770056495,316.34041255198906,318.8511208093163,359.9180928553196,283.8153156631575
322.03064508657013,316.32277213001043,318.877170557151,359.9180928553196,283.8153156631575
322.05805638905184,316.3442796519008,318.9029939853191,359.9180928553196,283.8153156631575
322.0810998364261,316.3672424265845,318.9273099862247,359.9180928553196,283.8153156631575
322.1027321125848,316.3889356454003,318.95020935880234,359.9180928553196,283.8153156631575
322.12312691305823,316.4094003274895,318.97180536892125,359.9180928553196,283.8153156631575
322.14236009484296,316.4287005222873,318.99217193422277,359.9180928553196,283.8153156631575
322.1604981967551,316.4469019225039,319.0113789417699,359.9180928553196,283.8153156631575
322.1776035305369,316.4640669597119,319.029492323537,359.9180928553196,283.8153156631575
322.1937348269704,316.48025456071593,319.04657426664886,359.9180928553196,283.8153156631575
322.20894747608656,316.4955203080442,319.06268342492757,359.9180928553196,283.8153156631575
322.2232923389454,316.5099152402029,319.07787365672596,359.9180928553196,283.8153156631575
322.2368210851527,316.52349120713774,319.09219967663,359.9180928553196,283.8153156631575
320.35455565945847,316.7140678289475,318.7692002568713,335.86767502833567,289.13537328178967
319.8459762376699,316.352131698687,318.32923053563576,335.86767502833567,289.13537328178967
321.44393094149547,316.0695047281146,318.31047352053906,360.9064266117475,287.53988084786755
319.38673943179487,317.51162304430056,318.22422077177845,330.62044515731105,309.22693086868725
319.0930035046738,317.4606739174415,318.050700091045,330.62044515731105,309.22693086868725
318.9252152650973,317.30913164532313,317.88224303060093,330.62044515731105,309.22693086868725
318.7746909642721,317.1590299181652,317.7233572896538,330.62044515731105,309.22693086868725
318.7031987499559,316.56864568081016,317.51716163152923,332.0200335104675,303.10696923792887
318.5131704548467,316.3441197955277,317.30273278904565,332.0200335104675,303.10696923792887
318.3229648418604,316.15110108095115,317.10031694960105,332.0200335104675,303.10696923792887
318.14285756293634,315.97024005809715,316.909531935686,332.0200335104675,303.10696923792887
320.6369716039938,314.78800409000166,317.084114051246,366.7140327225916,285.3938709117463
321.0777452894996,314.972092616416,317.3960056634138,366.7140327225916,285.3938709117463
321.37141181008576,315.2489639546688,317.6969059750046,366.7140327225916,285.3938709117463
321.68190068382,315.48320202126985,317.983619396708,367.2767220067475,284.86849245234185
321.940850819118,315.73788262039193,318.2550482323945,367.2767220067475,284.86849245234185
322.1826488630037,315.980231984755,318.51093971277567,367.2767220067475,284.86849245234185
319.7735105018054,316.08322632687305,318.22610839365143,334.2532216550169,287.2539524132591
319.20099943263324,315.6892521941662,317.7477848510951,334.2532216550169,287.2539524132591
318.76028572277335,315.2589222650826,317.28839083591214,334.2532216550169,287.2539524132591
318.350674127775,314.84860428086995,316.85504705390105,334.2532216550169,287.2539524132591
317.9649094955264,314.46153293318054,316.4465701106882,334.2532216550169,287.2539524132591
317.6012681903199,314.09662447285115,316.06149988035787,334.2532216550169,287.2539524132591
317.2584652244286,313.7526250945289,315.6984949671086,334.2532216550169,287.2539524132591
316.93530561497425,313.42833753425265,315.35629097508473,334.2532216550169,287.2539524132591
316.63066361874974,313.12263221605906,315.0336958703573,334.2532216550169,287.2539524132591
316.34347807709355,312.8344442821751,314.7295859607778,334.2532216550169,287.2539524132591
316.07274858101414,312.5627698320258,314.44290188155713,334.2532216550169,287.2539524132591
315.81753210447084,312.30666254804606,314.17264503241665,334.2532216550169,287.2539524132591
315.5769396701144,312.06523035000106,313.91787404695,334.2532216550169,287.2539524132591
315.3501332478643,311.83763228275086,313.67770150843535,334.2532216550169,287.2539524132591
315.1363228504269,311.6230756016305,313.45129087418644,334.2532216550169,287.2539524132591
314.9347637351943,311.4208129645831,313.2378535125548,334.2532216550169,287.2539524132591
314.7447538554361,311.23013987445466,313.0366460039153,334.2532216550169,287.2539524132591
314.56563140073064,311.0503922108407,312.8469675361506,334.2532216550169,287.2539524132591
313.92662362598395,311.3477535458964,312.65025717049247,327.791343467062,294.26389332296606
313.7099941285619,311.1963317181754,312.4552372158003,327.791343467062,294.26389332296606
313.53357021082434,311.0236159906905,312.270693497199,327.791343467062,294.26389332296606
313.3691855824306,310.85889113759845,312.0967452218329,327.791343467062,294.26389332296606
313.21435242670344,310.70353174812345,311.93279500643115,327.791343467062,294.26389332296606
313.06839733728214,310.55706802651946,311.7782389475256,327.791343467062,294.26389332296606
320.9056185026324,310.2126074560946,314.32338297228847,351.6059008534156,287.6324596749741
317.1897498465194,312.5351254174072,314.61603275870647,344.48099675360913,288.5739371236691
316.9429322909558,312.7137604109239,314.6167403024038,344.48099675360913,288.5739371236691
316.91527372874435,312.71616194854306,314.60476562909514,344.48099675360913,288.5739371236691
316.9030018227061,312.7057575347963,314.5928214590489,344.48099675360913,288.5739371236691
316.7269051200595,313.77515297152394,314.7178989905267,341.1442795846084,303.3469463402276
316.8535660934564,313.98634201802884,314.8842847074647,341.1442795846084,303.3469463402276
317.6076996529868,313.32219774396214,315.0318830602623,349.7381886776817,291.4244027612759
317.7851559145875,313.40216496433726,315.1713381100216,349.7381886776817,291.4244027612759
317.2525528057666,312.83954552467355,315.070083467379,342.2225863439306,283.25291136656864
319.02150492247245,313.1609070386956,315.34134426177474,366.28843888045367,287.0889316508144
316.67080738223177,313.78249993151974,315.2645677730764,330.27667549868426,294.6808663083031
316.2807550102049,313.605114991977,314.9946101965801,330.27667549868426,294.6808663083031
319.33502552191504,313.03887659383395,315.3178407864925,372.31570677822106,285.21298650370375
320.00792343568935,313.4548122866139,315.85803404171406,372.31570677822106,285.21298650370375
320.5084337315738,313.9390496772034,316.37728310777345,372.31570677822106,285.21298650370375
320.9716997295117,314.40278646267086,316.8672087980921,372.31570677822106,285.21298650370375
321.4078417048736,314.84038816266667,317.3290196001703,372.31570677822106,285.21298650370375
321.8189621042421,315.25294009625736,317.7643662368653,372.31570677822106,285.21298650370375
322.20652209592504,315.64185264143896,318.1747657471028,372.31570677822106,285.21298650370375
319.40460049892846,317.5721173745675,318.1962637490933,330.64025954292015,311.1236067693496
319.09592120464345,317.5937143691598,318.06188807633254,330.64025954292015,311.1236067693496
318.95680827264044,317.47736625598725,317.9275195650426,330.64025954292015,311.1236067693496
318.8361564774595,317.3577467440722,317.800545772034,330.64025954292015,311.1236067693496
318.7230874821599,317.24436935806034,317.6808595727413,330.64025954292015,311.1236067693496
318.61654758033023,317.1374630714239,317.56804400191066,330.64025954292015,311.1236067693496
321.33920311656266,317.19143126610675,318.0285309307617,365.99386408315445,308.83279780672314
322.09294271775417,317.7535708790653,318.688088676261,365.99386408315445,308.83279780672314
322.6962771444965,318.3462309633783,319.3191380249163,365.99386408315445,308.83279780672314
323.2587979131367,318.90991295208687,319.9143551948256,365.99386408315445,308.83279780672314
323.7886689625667,319.4415935882716,320.47543103652316,365.99386408315445,308.83279780672314
324.28815752230804,319.942823352793,321.0043541887516,365.99386408315445,308.83279780672314
324.75902167240815,320.4153308840587,321.5029671569311,365.99386408315445,308.83279780672314
325.20290285368355,320.86076138114123,321.9730070624489,365.99386408315445,308.83279780672314
325.62134757114427,321.2806666374193,322.4161114903506,365.99386408315445,308.83279780672314
326.0158136260022,321.67650953633824,322.8338241495018,365.99386408315445,308.83279780672314
323.9354179217656,320.6009586255682,322.5309076820544,336.81667053179,293.16267465665203
323.3249295534828,320.0688860904888,321.97486094435214,336.81667053179,293.16267465665203
324.84821237488796,319.1178677057554,321.7615509877151,362.89124976034833,284.03345522753557
324.88568656359547,318.9810626560012,321.69100678468396,362.89124976034833,284.03345522753557
324.8346626286392,318.91829882215404,321.6302980530793,362.89124976034833,284.03345522753557
324.781278309058,318.86417403619834,321.57346851305374,362.89124976034833,284.03345522753557
324.73073159963354,318.8134162503306,321.51992448909664,362.89124976034833,284.03345522753557
323.53963171483497,319.87426320862045,321.422108578291,347.2294022227131,300.68738642002717
323.3525344196965,319.84109546310884,321.3049384960912,347.2294022227131,300.68738642002717
321.29064607709057,319.2753948104607,320.7453843517302,323.2245066407111,297.4723637840929
320.54353808210277,318.6361075301412,320.04160209896366,323.2245066407111,297.4723637840929
319.90611514079876,318.0038152072885,319.37137585442315,323.2245066407111,297.4723637840929
319.3089597737101,317.40501998220316,318.73928437645014,323.2245066407111,297.4723637840929
318.74625736400156,316.8403761789923,318.14343315793593,323.2245066407111,297.4723637840929
321.09693695768334,317.53691430237103,318.32664931617245,358.05213696642323,309.52666247289136
321.6449755229059,317.960996887758,318.7903312622253,358.05213696642323,309.52666247289136
322.0739723874421,318.38284957428255,319.23848690299144,358.05213696642323,309.52666247289136
322.47354190793124,318.7833147524308,319.66130973643317,358.05213696642323,309.52666247289136
321.2194173562074,318.4871290159822,319.64155273052694,338.3099523118655,302.9933847467917
320.9844482922503,318.3241949948766,319.4595553215995,338.3099523118655,302.9933847467917
320.81297217525355,318.1573810505782,319.2817681239078,338.3099523118655,302.9933847467917
320.6543837746411,317.99851855375437,319.1139947646911,338.3099523118655,302.9933847467917
320.5050498552588,317.8486805898086,318.95586973081726,338.3099523118655,302.9933847467917
320.3642796258153,317.7074199687966,318.8068041649799,338.3099523118655,302.9933847467917
320.23157417373955,317.5742513762372,318.6662781675539,338.3099523118655,302.9933847467917
320.1064711586103,317.44871170491473,318.5338026052499,338.3099523118655,302.9933847467917
319.98853516260624,317.33036406538935,318.4089164259415,338.3099523118655,302.9933847467917
319.8773555573396,317.2187963989078,318.2911848036994,338.3099523118655,302.9933847467917
319.7725453157306,317.1136203276952,318.18019790332977,338.3099523118655,302.9933847467917
319.6737395793747,317.0144697198563,318.07556936466233,338.3099523118655,302.9933847467917
319.58059439065556,316.9209994172264,317.97693496003143,338.3099523118655,302.9933847467917
319.4927854928568,316.8328840313034,317.8839513236808,338.3099523118655,302.9933847467917
319.4100070222803,316.74981663080297,317.7962945668064,338.3099523118655,302.9933847467917
319.3319686431105,316.6715058665212,317.71365724357344,338.3099523118655,302.9933847467917
319.25839884321675,316.59767927864226,317.6357518411462,338.3099523118655,302.9933847467917
319.1890416631893,316.5280800143552,317.56230731595974,338.3099523118655,302.9933847467917
319.1236558054398,316.462465933847,317.49306815031855,338.3099523118655,302.9933847467917
319.06201286266577,316.4006078325826,317.4277924764612,338.3099523118655,302.9933847467917
319.0038965647888,316.3422886856144,317.36625127911896,338.3099523118655,302.9933847467917
318.9491051798029,316.28730605681125,317.3082309378507,338.3099523118655,302.9933847467917
318.8974485108037,316.23546908540555,317.2535300471013,338.3099523118655,302.9933847467917
318.84893474137965,316.18678598354984,317.20215727273325,338.3099523118655,302.9933847467917
318.80318034772677,316.14087188878875,317.15370648918486,338.3099523118655,302.9933847467917
318.7600285115588,316.09756943547774,317.1080116365823,338.3099523118655,302.9933847467917
318.71933132285,316.05673019732586,317.06491608829214,338.3099523118655,302.9933847467917
320.46182183505294,315.72512970231196,317.3207686412133,361.05977900904605,296.3031414757218
320.89322215656125,316.01020294919306,317.6821608899689,361.05977900904605,296.3031414757218
321.26676374501824,315.89554511805363,317.9680457595494,362.08683535034356,290.36260583864737
321.5121923213791,316.11010564073877,318.215999230442,362.08683535034356,290.36260583864737
321.7331669655745,316.32985033291976,318.4490760401225,362.08683535034356,290.36260583864737
321.9407174631363,316.5380058216918,318.6687975198775,362.08683535034356,290.36260583864737
320.62131261388646,317.59031851411163,318.71818496061826,342.0407970280393,304.1931092775301
320.51263405888113,317.6457183928933,318.6968160391491,342.0407970280393,304.1931092775301
321.58063487940495,317.588839188074,318.8778106322108,355.8819935982014,301.9634545846263
321.87151324247213,317.7993190356226,319.1300633006374,355.8819935982014,301.9634545846263
322.1024866463665,318.0254997819809,319.3712539009531,355.8819935982014,301.9634545846263
323.5337890493577,318.53030830499483,319.8778997626622,370.85540581016,303.96626960036974
324.14024174708163,319.0699836903225,320.465157584783,370.85540581016,303.96626960036974
324.6699518892455,319.59679362543153,321.0229607987079,370.85540581016,303.96626960036974
325.1668730450141,320.0951719761823,321.5490072996352,370.85540581016,303.96626960036974
325.6351725562318,320.56509067282195,322.0448961876985,370.85540581016,303.96626960036974
322.5258628291256,320.77050672717945,321.79276533777136,326.44051757989354,306.27021822810326
322.61767693018425,320.76852342132344,321.4776701939647,335.37613372983964,310.7171340759576
322.41902431835683,320.55999021821845,321.25028955351604,335.37613372983964,310.7171340759576
322.219738779798,320.35938908013196,321.03868646914765,335.37613372983964,310.7171340759576
322.0313384357006,320.1702907990591,320.8391564224996,335.37613372983964,310.7171340759576
