x1,v1,x2,v2,x1_s,F1,F2
-0.7855744055502392,6.247676133904939,0.8446791466761026,-5.104484637716289,-0.7855744055502392,4.734445930065711,7.688418816989792
-0.11336980976808508,6.959743655451938,0.3311547350180133,-4.996125163582926,-0.11336980976808508,4.734445930065711,7.688418816989792
0.5603968848663481,6.301338741576352,-0.123532055184155,-3.962912053399452,0.5603968848663481,4.734445930065711,7.688418816989792
1.1094641827331646,4.526149382365492,-0.4398754205252562,-2.2862713980856597,1.1094641827331646,4.734445930065711,7.688418816989792
1.4429257605928374,2.072704817296902,-0.5718271431874182,-0.34124776068305174,1.4429257605928374,4.734445930065711,7.688418816989792
1.5188802929493184,-0.5352170165864933,-0.5122344455253849,1.482549502770432,1.5188802929493184,4.734445930065711,7.688418816989792
1.3476214924635244,-2.7947901768868144,-0.2904828380018074,2.8553004144173713,1.3476214924635244,4.734445930065711,7.688418816989792
0.9847275104106554,-4.316220721492603,0.03649142620954837,3.5629752634391565,0.9847275104106554,4.734445930065711,7.688418816989792
0.5163592559679007,-4.884979508070644,0.3974739201780828,3.536405844613512,0.5163592559679007,4.734445930065711,7.688418816989792
0.0402215424828567,-4.485265545140881,0.7216607747283916,2.8504370232760188,0.0402215424828567,4.734445930065711,7.688418816989792
-0.3538260537974338,-3.2840587036935016,0.9518745476338637,1.6962151114774606,-0.3538260537974338,4.734445930065711,7.688418816989792
-0.5998395488852255,-1.5824726873576846,1.0539679221581464,0.3343456255811077,-0.5998395488852255,4.734445930065711,7.688418816989792
-0.6708540627998714,0.1567444367113069,0.9546730216417636,-2.2437774296575803,-0.6708540627998714,3.684252483829013,-6.256772224736238
-0.575063929012142,1.7011157378713797,0.6275812245291412,-4.1565831832831455,-0.575063929012142,3.684252483829013,-6.256772224736238
-0.34627239993446324,2.7801177121517426,0.1555936829422162,-5.109358937639199,-0.34627239993446324,3.684252483829013,-6.256772224736238
-0.0399592361194534,3.236076568996893,-0.35915857616918423,-5.015129017428629,-0.0399592361194534,3.684252483829013,-6.256772224736238
0.27916432524639667,3.042921109392287,-0.8162552575253965,-3.991142226279419,0.27916432524639667,3.684252483829013,-6.256772224736238
0.5501461966740742,2.298591855813793,-1.135626150316396,-2.3175650158426784,0.5501461966740742,3.684252483829013,-6.256772224736238
0.7268486554535079,1.1948639578434772,-1.270602887654963,-0.36946693037283573,0.7268486554535079,3.684252483829013,-6.256772224736238
0.7851670869671441,-0.027485625846674466,-1.2134635755443481,1.462407679640446,0.7851670869671441,3.684252483829013,-6.256772224736238
0.7818776862305077,-0.0370419942932223,-0.8921593336922635,4.800209026980372,0.7818776862305077,15.543585810448867,14.976937853213556
0.6881314186746117,-1.7773366698238178,-0.27143894721822814,7.363607405531681,0.6881314186746117,-3.3493654724996773,19.776903074262904
0.4431602017984426,-3.0193473643542976,0.5261041820092114,8.304786785577818,0.4431602017984426,-3.3493654724996773,19.776903074262904
0.05467021568333941,-4.5941229686471985,1.2704632286653776,6.366005160217732,0.05467021568333941,-14.391266240510275,6.346028781985957
-0.4417672486210158,-5.159128940283022,1.7655775454161375,3.420164206330657,-0.4417672486210158,-14.391266240510275,6.346028781985957
-0.9663016883882012,-5.156204690468313,1.8243568416137528,-2.170427797535824,-0.9663016883882012,-19.297591343811593,-18.484001810930003
-1.440653399640718,-4.188445688055451,1.3630811246765155,-6.822749395356736,-1.440653399640718,-19.297591343811593,-18.484001810930003
-1.6252462944597843,0.4800089178095277,0.5319909470381283,-9.476624236954345,-1.6252462944597843,13.398959694838993,-15.455649450574978
-1.3626692575761066,4.6143577781861485,-0.4642323065429963,-10.10416076979763,-1.3626692575761066,13.398959694838993,-15.455649450574978
-0.7446244691185084,7.491571864845248,-1.4234039144582589,-8.780729617873375,-0.7446244691185084,13.398959694838993,-15.455649450574978
-0.032238847547820804,6.533991423207695,-2.136179315967623,-5.2949314045884455,-0.032238847547820804,-10.060021346722552,-8.448880681054787
0.5211119975588492,4.384054706979732,-2.371787191093259,0.5632622806936922,0.5211119975588492,-10.717315039647637,10.16652745475134
0.7943280236534704,1.0449184093049197,-2.114220845101195,4.436941647501911,0.7943280236534704,-16.946317982133184,-4.195189836518146
0.7342679506722716,-2.172033479821275,-1.5246970976749017,7.111496855440446,0.7342679506722716,-16.946317982133184,-4.195189836518146
0.3838935395125027,-4.676311529797501,-0.7451521979869602,8.200459256928351,0.3838935395125027,-16.946317982133184,-4.195189836518146
-0.16359030338155733,-6.06698726749268,0.06042166138917793,7.650870993635621,-0.16359030338155733,-16.946317982133184,-4.195189836518146
-0.6358225002393754,-3.266701391380784,0.6666157029605149,4.326054564874234,-0.6358225002393754,14.818000901067435,-19.359681819947827
-0.8054273776232161,-0.12145493874143476,0.9091659799145528,0.5079091211157323,-0.8054273776232161,14.818000901067435,-19.359681819947827
-0.6694592524603156,2.7472204918511274,0.7772801026184784,-3.0419660827570922,-0.6694592524603156,14.818000901067435,-19.359681819947827
-0.2824479790408736,4.82869155925343,0.33127712476230364,-5.6846421404454315,-0.2824479790408736,14.818000901067435,-19.359681819947827
0.2592784763182445,5.8082886966316245,-0.31547090139692724,-7.011829072143784,0.2592784763182445,14.818000901067435,-19.359681819947827
0.8396027422583288,5.607514207899161,-1.0228095817153027,-6.900298297368081,0.8396027422583288,14.818000901067435,-19.359681819947827
1.325731172706007,3.9797640181812692,-1.4768443346763602,-2.108855666881139,1.325731172706007,10.509473257466446,17.576208828759206
1.6540268711489965,2.50115423213985,-1.6072666882556375,-0.48320805221642615,1.6540268711489965,18.541684636269743,-16.160626440712115
1.8150152731842155,0.6950857333033014,-1.5756793698818718,1.0781921414334015,1.8150152731842155,18.541684636269743,-16.160626440712115
1.7944845353072019,-1.0692122889993705,-1.4034132671940345,2.289191704341423,1.7944845353072019,18.541684636269743,-16.160626440712115
1.6135527989379668,-2.4654833345725287,-1.1361007258776894,2.9564701254532615,1.6135527989379668,18.541684636269743,-16.160626440712115
1.3213505838512907,-3.267419435721811,-0.8328197191642053,3.00688405104356,1.3213505838512907,18.541684636269743,-16.160626440712115
0.983159093911393,-3.3814611969619612,-0.5537606644236313,2.4896878075341675,0.983159093911393,18.541684636269743,-16.160626440712115
0.666651001857808,-2.851728784606533,-0.3488472517870882,1.5556973266242817,0.666651001857808,18.541684636269743,-16.160626440712115
0.4290089157456798,-1.8386283465772966,-0.24938202464887027,0.41939507363154327,0.4290089157456798,18.541684636269743,-16.160626440712115
0.30720950216453247,-0.5777905177721365,-0.2639480987764484,-0.6872735762457776,0.30720950216453247,18.541684636269743,-16.160626440712115
0.3130256894885868,0.6712097769460978,-0.37896656852834276,-1.5599880689932597,0.3130256894885868,18.541684636269743,-16.160626440712115
0.3310532429645763,-0.300383812317234,-0.5067606270001983,-0.9631735444357563,0.3310532429645763,-2.9324107976783473,-4.2669307677464055
0.21705879609724832,-1.9143094768158022,-0.4811248187134227,1.4272167561689386,0.21705879609724832,-11.52828435919094,13.88173185057537
0.08178067428229063,-0.7652746603407117,-0.37387908893829636,0.694121852974515,0.08178067428229063,12.933780016614541,-14.685908437559945
0.06511332849493634,0.41765477194793377,-0.34430050047282545,-0.09913193638321438,0.06511332849493634,12.933780016614541,-14.685908437559945
0.15888835412820868,1.409840439926132,-0.3905338572053987,-0.7983435116919466,0.15888835412820868,12.933780016614541,-14.685908437559945
0.3350428464261377,2.0437198283539786,-0.4967106144866609,-1.2815858263893958,0.3350428464261377,12.933780016614541,-14.685908437559945
0.5527670388635713,2.234755117317672,-0.637253511546005,-1.4789681933971615,0.5527670388635713,12.933780016614541,-14.685908437559945
0.7673510553966887,1.9893181207109105,-0.7825853013486785,-1.3807392695070995,0.7673510553966887,12.933780016614541,-14.685908437559945
