Th,Tc,Tw,Th_in,Tc_in
323.8622225070907,319.51948589956817,323.96611783025264,364.2416479914489,305.0879201022691
325.62992483924086,322.0213916844719,322.81895246194244,365.85700776036,289.7076442782886
325.29743215812954,319.07597869465627,323.1747125735992,365.85700776036,289.7076442782886
326.77547923148796,322.86812164755,323.82444966914505,365.85700776036,289.7076442782886
329.336838514529,320.95303041587624,323.65596950395945,365.85700776036,289.7076442782886
326.61340319407697,319.8487940056289,323.7393073251129,365.85700776036,289.7076442782886
329.00922813869664,320.70807534912956,322.62258485474996,365.85700776036,289.7076442782886
325.790977113278,322.86679947363683,323.55491870002567,364.9514042984422,299.5274116773967
326.53858750185225,320.26574800449424,322.84943825456344,364.9514042984422,299.5274116773967
326.96572033112034,321.5657803391411,323.8259404462087,364.9514042984422,299.5274116773967
325.78277960149126,323.6311328702694,323.6430064746978,364.9514042984422,299.5274116773967
327.2760855459195,322.44976493141723,324.3351379772228,364.9514042984422,299.5274116773967
328.735819799341,319.0740984614047,322.66274828187505,364.9514042984422,299.5274116773967
328.16104319058053,322.81370262675347,324.3293286290127,364.9514042984422,299.5274116773967
327.69137192101084,324.19866722988326,324.79442216237294,364.9514042984422,299.5274116773967
324.0811297559127,320.4799207500178,324.60660655086093,324.04789354039974,298.6141662200676
323.0473105691316,322.13323724706294,323.48610406544213,324.04789354039974,298.6141662200676
326.46173173575494,320.8613207546445,322.8152933397143,370.1467681534286,304.74924382329993
324.84858065503556,321.9800289931294,323.3080438946911,358.8717890041831,307.2447889305269
324.9016488722676,320.8507130493,322.1650055009051,358.8717890041831,307.2447889305269
323.8115891808465,321.78559134763134,322.435664211215,340.11210792079453,301.8984415569807
321.43274065983786,323.11296160805006,323.11948136530043,340.11210792079453,301.8984415569807
322.9339932778584,320.6651985854442,322.6605411850203,337.6002769009768,294.7249982265906
321.8409687215827,316.8111793068756,322.75259937007786,329.5131455764769,293.09210893645775
324.3682588565874,321.8273301521544,321.489217559593,329.5131455764769,293.09210893645775
319.6257513023234,322.6979041499905,320.94587057937065,329.5131455764769,293.09210893645775
319.09250211383113,317.66580991700033,321.45674783341605,329.5131455764769,293.09210893645775
319.09787002935076,317.6118504462468,318.7094444130148,329.5131455764769,293.09210893645775
317.95721636384764,316.9407611846857,318.22732580539537,329.5131455764769,293.09210893645775
321.3736177227479,314.6771476108656,317.8930998021346,329.5131455764769,293.09210893645775
319.6311320440622,316.85117412142415,317.65934602610014,329.5131455764769,293.09210893645775
319.88662502160275,313.6035889300121,316.78203763151714,329.5131455764769,293.09210893645775
320.2515536810173,313.37178571716333,316.67460919390555,329.5131455764769,293.09210893645775
322.1895960531095,315.9950344610849,316.3106375596852,347.5131042256979,285.91905034362736
316.77212962603886,314.4867919230018,316.2036361172413,347.5131042256979,285.91905034362736
317.67406791348367,314.55932330817564,317.53403017774053,347.5131042256979,285.91905034362736
318.1265429323844,313.8175941797232,316.3390896403153,358.1778104128281,293.9159910217534
316.4775326966599,315.2346398115463,316.6621051916072,358.1778104128281,293.9159910217534
323.5926634100205,313.9520484062547,318.09592343415494,371.57837126248717,286.15851619866396
322.55727836793284,318.5442544651119,317.9153164368717,371.57837126248717,286.15851619866396
319.8307233618701,314.2522594656435,317.49627894969444,371.57837126248717,286.15851619866396
321.7236277128814,315.87281448842833,318.5649725095024,371.57837126248717,286.15851619866396
324.52477464065277,317.4232580534186,318.4554304833662,371.57837126248717,286.15851619866396
321.9004577265912,319.87564628933217,318.1667732912985,341.4489469127843,304.02990783430147
320.9111800795634,317.73077484616283,318.9904031308522,341.4489469127843,304.02990783430147
317.7800867830542,319.0340439572721,319.1438944924645,341.4489469127843,304.02990783430147
320.72914736494045,319.9875773096142,318.7482150454878,341.4489469127843,304.02990783430147
322.60673744898287,317.31888033055657,318.86353940258255,341.4489469127843,304.02990783430147
323.2082596011447,317.9694075819545,318.73806939238364,372.95291134438423,307.9991341160434
322.5455717495945,319.0959398634549,319.4695536496775,350.8842349441965,292.39073044453926
322.74513526794965,318.00543988183256,319.06754052907,350.8842349441965,292.39073044453926
324.95405301607116,318.6355936537971,318.6716674243916,350.8842349441965,292.39073044453926
320.7639550751599,316.2067315023984,318.47897299497276,350.8842349441965,292.39073044453926
319.43215129297016,317.7627890676062,319.0275146880115,350.8842349441965,292.39073044453926
323.9137223980443,315.84153595673257,319.0243454073559,350.8842349441965,292.39073044453926
320.73348189419477,316.8940743242966,319.2682550500318,350.8842349441965,292.39073044453926
322.94822128752656,317.52480859451686,318.66351678935894,350.8842349441965,292.39073044453926
321.8622165193053,319.4040848015439,317.5998097766725,350.8842349441965,292.39073044453926
320.905423467165,319.98219346229615,318.08127537225334,350.8842349441965,292.39073044453926
325.72749066758274,320.216879302555,319.9190935626804,350.8842349441965,292.39073044453926
321.26963156461534,315.09685173465255,318.6136366461682,350.8842349441965,292.39073044453926
318.7439365236916,316.8691223048876,318.9140871497707,350.8842349441965,292.39073044453926
322.2782565218528,314.3681786361756,318.25262183361934,359.9180928553196,283.8153156631575
320.5012080170391,316.7499229903587,317.8257919000907,359.9180928553196,283.8153156631575
321.59462194969814,317.9893859769017,318.1971583908133,359.9180928553196,283.8153156631575
323.03726490139303,316.50951008310636,319.3326726668947,359.9180928553196,283.8153156631575
322.8742944120529,316.29648911204805,319.52635225409637,359.9180928553196,283.8153156631575
317.96256236255533,317.4309079475307,319.59015727364533,359.9180928553196,283.8153156631575
322.13867497600006,316.067639474242,318.30216661120505,359.9180928553196,283.8153156631575
320.83444637948776,315.43509020211957,320.23363643753345,359.9180928553196,283.8153156631575
325.6677139263635,318.61366188873143,319.2407026690042,359.9180928553196,283.8153156631575
322.85845567445375,317.1986442072108,319.19046596014346,359.9180928553196,283.8153156631575
325.18711889654594,318.6506917447292,319.45808919976923,359.9180928553196,283.8153156631575
321.30215584846997,316.22409631711287,318.3101635776979,359.9180928553196,283.8153156631575
322.8313336564011,314.1531249318898,319.53202735617396,359.9180928553196,283.8153156631575
320.9967784853167,318.32990789320735,317.45246150218543,335.86767502833567,289.13537328178967
318.40351656465884,317.4879554120828,317.9033420451182,335.86767502833567,289.13537328178967
321.4895312894883,316.8995907563647,318.7427059220978,360.9064266117475,287.53988084786755
320.98743162031303,318.21560753873104,318.2866303117407,330.62044515731105,309.22693086868725
318.5006379341676,317.1525272468561,318.52834829955646,330.62044515731105,309.22693086868725
319.12065886280766,318.71536023101834,318.12418539834357,330.62044515731105,309.22693086868725
318.5500721965823,317.6211556726602,316.44183919475716,330.62044515731105,309.22693086868725
319.31486371617814,317.270028355739,315.84140868426533,332.0200335104675,303.10696923792887
318.57229471013727,315.8422705729021,317.62158615327354,332.0200335104675,303.10696923792887
321.6036583192797,315.45328144624233,317.12891025034094,332.0200335104675,303.10696923792887
316.32449173811784,315.59833054409245,316.7676314177601,332.0200335104675,303.10696923792887
320.0804207812667,311.9257200226677,317.0221966831624,366.7140327225916,285.3938709117463
323.1877788003276,315.01718254893586,316.853406598934,366.7140327225916,285.3938709117463
319.9682667790424,315.5784491578406,317.2147586862242,366.7140327225916,285.3938709117463
321.2148009825207,314.92367250316744,317.72974353689153,367.2767220067475,284.86849245234185
321.11508554564915,313.9688365053781,318.10273700456156,367.2767220067475,284.86849245234185
322.3165226559995,315.1136791014716,318.9276070029495,367.2767220067475,284.86849245234185
317.24287777687897,315.6725363681063,317.71982794408717,334.2532216550169,287.2539524132591
320.3106174940908,316.379968685078,317.536534394625,334.2532216550169,287.2539524132591
319.71471559043846,313.7472567713095,316.75588740771616,334.2532216550169,287.2539524132591
317.2227073953028,314.22698956970345,317.33437488474055,334.2532216550169,287.2539524132591
317.9350939357056,312.165104519791,316.6633143443335,334.2532216550169,287.2539524132591
317.2472572593257,313.5093442480096,316.4066382976623,334.2532216550169,287.2539524132591
317.7440035448556,311.38960802973924,315.25829712611215,334.2532216550169,287.2539524132591
316.1483842128912,312.8027428049114,314.9341713966392,334.2532216550169,287.2539524132591
316.21242366051194,314.87984812633374,315.553195724942,334.2532216550169,287.2539524132591
315.0408573238874,313.96171385493085,314.2071972627345,334.2532216550169,287.2539524132591
315.36636554632366,311.83268238585583,315.44464409191534,334.2532216550169,287.2539524132591
319.89960274370014,314.1606018907063,314.3205508105877,334.2532216550169,287.2539524132591
315.8010455171312,312.7665703872547,313.42739711533727,334.2532216550169,287.2539524132591
317.6966285462935,313.3670907645851,314.2627086177346,334.2532216550169,287.2539524132591
315.78490089175244,312.7890848080499,312.2091312294857,334.2532216550169,287.2539524132591
314.16127412915665,312.8621933368063,312.30327641216513,334.2532216550169,287.2539524132591
312.44146692410385,311.2036541138383,313.8049794848337,334.2532216550169,287.2539524132591
313.9689345268389,309.7840078278801,312.6964123866112,334.2532216550169,287.2539524132591
312.15579021832605,310.19258145765184,312.4559781737272,327.791343467062,294.26389332296606
311.1753099009286,310.599722067131,312.4268661290602,327.791343467062,294.26389332296606
314.1900657227118,310.4834700774786,311.8468783218679,327.791343467062,294.26389332296606
313.35587273067216,309.9179244731679,311.2110159473111,327.791343467062,294.26389332296606
314.5570986840881,309.1353340510007,311.18089705813736,327.791343467062,294.26389332296606
311.52348250904913,311.3379251953858,311.96165052434264,327.791343467062,294.26389332296606
322.262270853267,314.5262701093414,313.46846543152213,351.6059008534156,287.6324596749741
314.52570312394135,313.2236971563144,314.85646242790307,344.48099675360913,288.5739371236691
316.7936690516342,314.9678283568425,315.0274386715319,344.48099675360913,288.5739371236691
316.1786571856706,314.1261618403717,314.4024683249957,344.48099675360913,288.5739371236691
319.1625166542342,313.02555798619727,314.6540414020548,344.48099675360913,288.5739371236691
314.69785148616984,314.92912945945886,315.29024667135013,341.1442795846084,303.3469463402276
316.7643815060945,313.9132685905616,314.6984077835431,341.1442795846084,303.3469463402276
318.3639525184136,311.3068439976439,315.91345131412794,349.7381886776817,291.4244027612759
318.86871568596274,315.13306413355247,314.1006861702499,349.7381886776817,291.4244027612759
317.36977903631697,313.5880187806708,314.91813150275743,342.2225863439306,283.25291136656864
318.970996565886,312.51028420574477,315.4401587615224,366.28843888045367,287.0889316508144
316.9409523121374,314.13790251514916,315.09589101826907,330.27667549868426,294.6808663083031
315.73315385224896,314.7605668557325,315.1398413839657,330.27667549868426,294.6808663083031
320.2487955205366,316.0516717272803,315.19701201250166,372.31570677822106,285.21298650370375
319.13215608936474,312.38651048445575,316.0238566672905,372.31570677822106,285.21298650370375
317.8422615339935,315.7052040090166,316.47004033351357,372.31570677822106,285.21298650370375
322.88141896586063,312.2874963305337,316.70261194482543,372.31570677822106,285.21298650370375
323.17319876094007,315.41836830492906,317.4473672263776,372.31570677822106,285.21298650370375
321.2459144491143,315.07556314220733,318.2827214931955,372.31570677822106,285.21298650370375
321.0323506567936,314.91260806007716,318.47088178682554,372.31570677822106,285.21298650370375
324.1798878792832,319.689937487782,319.48176810605605,330.64025954292015,311.1236067693496
319.26301937909113,316.7741443019645,317.22087422984913,330.64025954292015,311.1236067693496
318.0077917638965,318.2905625666755,318.15369741737635,330.64025954292015,311.1236067693496
318.7941153348828,315.2990832216718,317.058205181603,330.64025954292015,311.1236067693496
320.6582697351161,316.5929023484289,319.132902976453,330.64025954292015,311.1236067693496
317.6703306772608,314.9023347473695,317.50034870192303,330.64025954292015,311.1236067693496
318.74030268780615,316.51422023716924,317.98019726760253,365.99386408315445,308.83279780672314
320.7805485905429,320.0538978583266,318.9503454824065,365.99386408315445,308.83279780672314
326.35193620832916,319.5755869792858,318.98282090115686,365.99386408315445,308.83279780672314
320.19901816875307,318.98579175466114,319.4528643862266,365.99386408315445,308.83279780672314
322.5927451092935,319.8357780955388,320.57204187092645,365.99386408315445,308.83279780672314
327.16753028453127,319.9051909714698,320.71879028383097,365.99386408315445,308.83279780672314
324.02225640393925,317.4197008631564,321.7227529514725,365.99386408315445,308.83279780672314
329.97244689884445,320.1612996376092,321.9223506960658,365.99386408315445,308.83279780672314
327.0955078895601,321.83301809613636,322.1128991177996,365.99386408315445,308.83279780672314
325.4459098902338,322.5133565086751,323.69660199541636,365.99386408315445,308.83279780672314
323.41340758853335,319.07565516982953,322.3743849482897,336.81667053179,293.16267465665203
324.59128228358526,320.87939617648203,322.1813200347961,336.81667053179,293.16267465665203
325.6863142805357,321.71020407629595,321.8303880451448,362.89124976034833,284.03345522753557
327.0202274710625,317.1247706993589,321.4710944107952,362.89124976034833,284.03345522753557
324.19066147783485,316.68177634166693,321.7604430283801,362.89124976034833,284.03345522753557
325.1671377013746,320.00637135337877,321.88114128892744,362.89124976034833,284.03345522753557
325.6666128273835,317.21305277171984,322.67355404687385,362.89124976034833,284.03345522753557
323.3019286504485,319.350678959249,321.8742932258159,347.2294022227131,300.68738642002717
324.50929037660234,320.04690489348803,321.8156179105815,347.2294022227131,300.68738642002717
317.19085354160745,320.0360211466712,320.55625076461706,323.2245066407111,297.4723637840929
320.01805003696734,317.1267746505803,319.34317821863743,323.2245066407111,297.4723637840929
318.9269917482054,318.5590760768918,319.50619115030463,323.2245066407111,297.4723637840929
318.654374445735,316.3670254564504,318.9109184590042,323.2245066407111,297.4723637840929
319.06966958563316,316.7277685136137,319.1510483855076,323.2245066407111,297.4723637840929
324.4135393016003,319.17370178324205,317.82891356178897,358.05213696642323,309.52666247289136
322.48475962604346,319.19473688133075,318.38761238154353,358.05213696642323,309.52666247289136
321.0683331850481,320.21997935363186,319.9090205869958,358.05213696642323,309.52666247289136
321.5933540930289,318.20862860740885,319.6899498260953,358.05213696642323,309.52666247289136
321.28251571869595,320.3966322559964,319.9003445096879,338.3099523118655,302.9933847467917
321.06040217561986,320.00357819725957,319.75439230895466,338.3099523118655,302.9933847467917
322.08520141533336,320.64410353283193,319.55575011162665,338.3099523118655,302.9933847467917
321.3725326813433,318.38655624883216,319.0893741171023,338.3099523118655,302.9933847467917
322.5363921414217,317.2539934772802,319.0844643760121,338.3099523118655,302.9933847467917
318.7564442244906,315.00930947633645,319.1437263262429,338.3099523118655,302.9933847467917
323.11999745799767,318.6290722664403,318.0544278012243,338.3099523118655,302.9933847467917
320.15056931972936,319.53101257155686,319.66087763733583,338.3099523118655,302.9933847467917
317.702220909779,317.66644005087994,318.94507183323657,338.3099523118655,302.9933847467917
320.5389065539188,315.6510415917391,318.08490742099787,338.3099523118655,302.9933847467917
319.77193950029584,319.5392915326145,319.0236783992488,338.3099523118655,302.9933847467917
320.77872672030446,317.4120267382958,317.90234994595255,338.3099523118655,302.9933847467917
318.122411985461,314.7900225315967,317.2842332296024,338.3099523118655,302.9933847467917
318.2971373736693,315.90469992606006,317.40172931762754,338.3099523118655,302.9933847467917
321.47139757450356,315.8466481003473,318.7760651238984,338.3099523118655,302.9933847467917
321.5793143054183,315.80912384035196,317.275796780922,338.3099523118655,302.9933847467917
319.8963282859165,314.80090546657806,316.4492650926399,338.3099523118655,302.9933847467917
317.0725675129577,318.14091535738146,317.16174047382464,338.3099523118655,302.9933847467917
319.73974663472103,317.1686278577224,317.3478353691043,338.3099523118655,302.9933847467917
317.85759500980646,319.8205857003443,318.7337854642689,338.3099523118655,302.9933847467917
320.4045454564222,314.5868722539438,316.4693016033223,338.3099523118655,302.9933847467917
317.79438603381607,314.1839279345653,316.85858006612244,338.3099523118655,302.9933847467917
320.5157881026159,315.9777329908821,318.0167078640389,338.3099523118655,302.9933847467917
318.55132162253534,314.0482408702815,317.5035795813338,338.3099523118655,302.9933847467917
318.88497481311634,318.49986851195416,317.2915585969851,338.3099523118655,302.9933847467917
320.45430135581336,315.0543453180913,317.50695025778714,338.3099523118655,302.9933847467917
318.0317415847055,316.4356969110202,316.4234709708845,338.3099523118655,302.9933847467917
318.4811702491614,316.2397316985971,318.15479184702457,361.05977900904605,296.3031414757218
318.3431732655095,313.8973837270439,316.8600371721115,361.05977900904605,296.3031414757218
320.806641059228,318.84418966046684,318.8895106948161,362.08683535034356,290.36260583864737
322.3668099529809,317.7994023292817,318.9221304214251,362.08683535034356,290.36260583864737
322.3214846574666,318.7111352357997,319.339043302531,362.08683535034356,290.36260583864737
322.4236797076968,316.1840110834518,318.7567074475687,362.08683535034356,290.36260583864737
319.0435927548823,316.5483292750492,318.5824036217469,342.0407970280393,304.1931092775301
319.4923606916422,319.73014400868436,318.3883212376367,342.0407970280393,304.1931092775301
320.8115419531536,317.32462982377683,318.0764932762543,355.8819935982014,301.9634545846263
322.63174973765564,316.64898785745766,319.2779338237652,355.8819935982014,301.9634545846263
321.80437799671955,316.54903484196,319.2733774756492,355.8819935982014,301.9634545846263
324.1621603892656,317.19373996769616,320.1493472258894,370.85540581016,303.96626960036974
324.87684367427096,314.84685915811986,320.69285489594074,370.85540581016,303.96626960036974
323.276777389931,320.93530326993397,320.76507095959374,370.85540581016,303.96626960036974
327.33693047805195,321.26926473904103,321.4657402459908,370.85540581016,303.96626960036974
328.09809869092055,317.9235217987989,323.1747183555861,370.85540581016,303.96626960036974
321.0952103488302,319.49612504709074,321.0731445364844,326.44051757989354,306.27021822810326
321.7312691040045,319.93479958702335,321.2181694962984,335.37613372983964,310.7171340759576
323.9712510257327,320.5214264485737,320.828745640853,335.37613372983964,310.7171340759576
319.0397300286325,319.6057783572565,320.80017939198143,335.37613372983964,310.7171340759576
