Th,Tc,Tw
318.9269917482054,318.5590760768918,319.50619115030463
318.654374445735,316.3670254564504,318.9109184590042
319.06966958563316,316.7277685136137,319.1510483855076
324.4135393016003,319.17370178324205,317.82891356178897
322.48475962604346,319.19473688133075,318.38761238154353
321.0683331850481,320.21997935363186,319.9090205869958
321.5933540930289,318.20862860740885,319.6899498260953
321.28251571869595,320.3966322559964,319.9003445096879
321.06040217561986,320.00357819725957,319.75439230895466
322.08520141533336,320.64410353283193,319.55575011162665
321.3725326813433,318.38655624883216,319.0893741171023
322.5363921414217,317.2539934772802,319.0844643760121
318.7564442244906,315.00930947633645,319.1437263262429
323.11999745799767,318.6290722664403,318.0544278012243
320.15056931972936,319.53101257155686,319.66087763733583
317.702220909779,317.66644005087994,318.94507183323657
320.5389065539188,315.6510415917391,318.08490742099787
319.77193950029584,319.5392915326145,319.0236783992488
320.77872672030446,317.4120267382958,317.90234994595255
318.122411985461,314.7900225315967,317.2842332296024
318.2971373736693,315.90469992606006,317.40172931762754
321.47139757450356,315.8466481003473,318.7760651238984
321.5793143054183,315.80912384035196,317.275796780922
319.8963282859165,314.80090546657806,316.4492650926399
317.0725675129577,318.14091535738146,317.16174047382464
319.73974663472103,317.1686278577224,317.3478353691043
317.85759500980646,319.8205857003443,318.7337854642689
320.4045454564222,314.5868722539438,316.4693016033223
317.79438603381607,314.1839279345653,316.85858006612244
320.5157881026159,315.9777329908821,318.0167078640389
318.55132162253534,314.0482408702815,317.5035795813338
318.88497481311634,318.49986851195416,317.2915585969851
320.45430135581336,315.0543453180913,317.50695025778714
318.0317415847055,316.4356969110202,316.4234709708845
318.4811702491614,316.2397316985971,318.15479184702457
318.3431732655095,313.8973837270439,316.8600371721115
320.806641059228,318.84418966046684,318.8895106948161
322.3668099529809,317.7994023292817,318.9221304214251
322.3214846574666,318.7111352357997,319.339043302531
322.4236797076968,316.1840110834518,318.7567074475687
319.0435927548823,316.5483292750492,318.5824036217469
319.4923606916422,319.73014400868436,318.3883212376367
320.8115419531536,317.32462982377683,318.0764932762543
322.63174973765564,316.64898785745766,319.2779338237652
321.80437799671955,316.54903484196,319.2733774756492
324.1621603892656,317.19373996769616,320.1493472258894
324.87684367427096,314.84685915811986,320.69285489594074
323.276777389931,320.93530326993397,320.76507095959374
327.33693047805195,321.26926473904103,321.4657402459908
328.09809869092055,317.9235217987989,323.1747183555861
321.0952103488302,319.49612504709074,321.0731445364844
321.7312691040045,319.93479958702335,321.2181694962984
323.9712510257327,320.5214264485737,320.828745640853
319.0397300286325,319.6057783572565,320.80017939198143
324.8828692996792,321.70897249043765,322.1815640928326
324.96185043699313,318.0962481381361,320.6295156019063
325.2829517218886,319.57268511493737,321.32391046076486
324.7538052706081,320.1100852337044,322.01636524021194
325.3525089261617,320.0256546280523,320.6145257145942
323.9915830002049,320.65951775357485,322.31573594474804
326.07437698739585,321.0771761849177,323.1396045293988
323.3178981106517,319.7374641585224,322.8863412414919
321.78740556174535,318.0537278255344,320.6725340812448
320.15706076187223,317.6448059795993,320.1805706478789
323.484569543406,317.60646133102045,321.2175415213233
324.2833798381141,318.99279040606154,320.346241825841
324.2783774416227,322.44018409725294,319.8623185229977
325.90331318839554,321.9554705239213,320.52638950155364
320.6987755218881,319.054263578155,320.65898970605537
323.6460118188319,318.5671022881104,321.1236832513113
321.611250150231,319.8860474839759,320.3522247475252
323.6388049566137,322.10312275647397,320.76340602237013
323.34189486318076,321.3240964245835,321.78553431414497
322.8057372385944,319.7362536402663,320.9857354678618
322.6934792635507,321.82187096581214,322.3911104076298
320.64053870794237,318.69121936300417,320.71608487121165
325.2669784606813,317.26895587625785,322.08753849468206
321.3483139460946,315.1628519933915,320.53410788094624
321.04798270703543,318.2507146974018,321.24871736570196
322.3874941394017,317.54402302522675,320.1022685098664
322.89233554711603,314.7335709992842,319.4164773804229
323.63663582563703,319.47817049791905,319.9467223836457
323.10545918985684,318.15814201515667,319.66531654534356
322.1838033821227,318.02171758622165,319.09688490144123
324.6295752816166,317.86120843144994,320.2233833290344
325.40104587837124,318.20467531419285,320.38848173611996
326.17273064042087,318.9917962236873,319.97425148408206
326.4325822623937,316.29224510676215,320.8812934612087
319.504064616722,316.14590212325254,319.4915633147879
323.4611072904227,316.4398398050743,319.29646769234336
318.8200340459434,315.70498598462257,318.5799940390036
319.23181835355035,316.4749574435152,318.26435424793686
318.146334880862,315.89040547384826,318.99592180659505
316.6817582901854,315.70737303822585,318.5154499063456
318.6572506677103,316.0785579994425,317.13186636871507
317.8202885360194,316.22852558747945,316.3747047900883
317.98246871300137,317.04147221762526,317.1344222826686
317.291811781153,317.09747680451767,315.8659254601453
317.0150049017295,314.11982934622796,316.0632373786984
319.71180058992513,315.9329623778032,315.3095813372942
316.4989249659635,314.3769508567601,316.3168413966382
317.2776525402364,315.367870435062,316.0679213444393
315.24656586222807,316.6676408003867,315.11493460675695
319.6063027253609,314.07049373811077,315.71321462870037
317.3344108395815,310.8135845774505,316.0933711761897
321.1701968700574,312.0307987833975,315.75953467491735
313.63571504014016,312.96899750580866,314.96425341189894
315.65655125563126,312.0216501306915,315.8657609450406
319.6549784078961,315.2688628144401,314.6437804362152
315.72974967632797,312.2099724982555,314.7887186041968
316.02748111053086,316.2790648782867,314.62536177771585
315.14341460811363,314.97650855351816,315.06873186095567
316.7248309519151,313.0489898187284,314.62592010219885
315.62119116104805,313.092477559497,314.29495413003593
315.3222101956988,315.95455627697834,314.5045014004617
315.22001904144383,313.28440194878,314.8682824381654
316.0596173121026,314.2875007959332,315.5833770300593
317.6034026380769,314.8119592516326,315.0295156124715
313.46284649805966,314.4940307925598,315.1853560196008
317.7663404652049,315.243962251142,314.2243057932013
319.25779780082195,310.51391618041856,314.22769141420656
317.6001823482861,316.1177926110253,315.75817107859996
319.2319476424736,317.8842344715615,317.2440311363562
317.68158430462313,315.8984883193287,316.13953830914744
318.49984764672547,317.1695358492297,315.9232432542539
318.189115409794,313.1447727557889,317.30313952020964
317.4837482792106,314.7770808874906,316.1187297453229
320.11858882316653,315.927119285835,316.07283741056574
320.4346191850236,314.2550259009245,315.40641764687075
319.9372182269672,313.6052763116923,316.19619486572213
323.23102302921603,316.5047491480265,316.78372269853594
320.64902682953294,319.08209261641974,317.62666336904005
320.83009681834295,316.8985692576412,317.8402273865903
324.76945566727926,315.3239845358383,320.7273866265088
325.7931647877948,316.77430640676766,320.476414670521
324.94178810250344,317.9251658587244,318.68157739396565
322.00129782071934,319.56414047579375,319.96382025185585
321.9971195800746,316.7396546567629,320.41231595559606
324.77609441551283,321.55577359206467,321.45942172174585
323.05094926922084,318.2986408060187,319.2893103419591
325.52572583517275,317.3378261695105,319.4002685944875
322.3206567578269,317.1221775567899,319.698040796041
322.26334340192574,319.13161046489734,320.90285349664885
321.60320244589303,317.36021316104524,319.7285990261961
322.3624462647726,317.97104245339096,319.8526893741171
321.2132197689913,318.2053411278282,320.09279159496197
322.64230568156205,318.9028148377172,319.84067166934483
323.4532035353714,322.04973922674776,319.9771778050664
325.03467421458083,317.0499704713033,320.393054287557
319.6093967219639,319.0312103528659,319.48181285438693
319.36613303472427,319.22582589690114,319.44411893254045
319.21995126310344,317.4588742184134,318.7078417807277
321.3380993026497,320.74677650443215,316.52162076361213
319.6108257703223,316.6966542309031,319.13475190172596
320.69679940507,320.23048611212096,318.4278597659534
321.94468868038734,318.92082177183545,318.8944808053216
321.714510217579,319.55664423752523,318.7404894817836
320.1438446861836,317.36997925406826,318.6998643661455
322.52441940909193,317.8062634093892,319.8219910033847
321.2288177555391,321.05893088338553,320.05774060789673
319.07128971611326,319.6656137241202,319.51999478671297
321.4078986488669,318.2283461847543,319.31426636041374
320.24326283745376,319.45003951518714,318.8640855553513
323.8510173821642,323.3164073469019,318.66883105456594
321.57671111254155,318.9191695630215,321.6403654987705
323.1190909288538,318.32257331782813,317.8913247174577
318.0811104497484,319.10756673440216,319.29026557988897
321.64070889270283,318.6298400725946,320.15547621504555
324.6627325861994,319.43340020635253,319.9990225241597
322.55281090309137,322.57160239028644,320.9291558662501
319.9459019438631,315.7432837770957,320.20124948329465
321.8226384328538,320.31249206498734,320.1961754569184
324.7427094144849,317.0861637126799,318.0141156029256
322.93670722311913,316.3870929810693,319.1493339845849
320.98999835110635,317.24441972442247,319.07036873597474
321.538498658279,318.5457128642219,320.23741216507756
321.8504469033875,317.72607733855796,320.48836082849004
323.3665121905794,320.4250850323982,320.51577023044035
326.14891352297445,320.50777237951246,320.8934385151553
322.0486751343338,317.0604151543664,320.44115354550235
323.8390904272134,317.9874073279184,320.8224328544031
325.4654216949232,320.84035967734167,322.1187507046507
326.8759673102844,322.3966742564927,323.0891198860261
326.66742589457664,320.8747353398098,323.0683635579798
324.84164458357185,322.00789025552467,322.3066709670806
326.67857007881304,324.31959562507706,324.7494105736221
326.53989033712907,320.5383118646404,322.46737337846224
328.7759837832657,326.0563438421359,324.2132327839243
326.6739792220748,323.20388076478747,322.87514333045266
325.682376908412,321.44053419403366,324.17502300917505
325.62815465612846,323.58278614139294,324.62191480415714
327.5936494876444,322.64111428574495,325.24294277273617
328.6346760938648,325.3044557042061,325.1182238218508
327.36420236496207,321.5431296406447,324.2873503038464
326.40845198978997,321.98282602912616,323.4176791484852
326.4455802429543,321.4964197420825,323.6611059848068
325.09388434718585,321.5350100031698,323.9969525855035
325.0795683729268,322.2233108595757,324.3374550180944
325.1271645198916,323.4983343265958,324.31543461968914
327.8180652968235,325.7583819416966,323.85973573498427
325.54539758014994,324.3173528335625,324.81604476406835
328.17741883848277,324.112416397635,324.93435377458553
