x1,v1,x2,v2
-0.7863482707043143,6.146743207603382,0.8435418137004618,-5.101655458702814
-0.11317636588884739,6.952159404877435,0.33231925739650237,-4.981184118101001
0.5665632178709483,6.323024702136934,-0.12352815944581508,-3.9588171307378275
1.1089842158444192,4.505435299718986,-0.43966603424030026,-2.289457128852714
1.447106938225069,2.0787124462857527,-0.5710412309765225,-0.33883158619497067
1.5137988589845852,-0.5395313823391703,-0.5145294051920244,1.4852893994398784
1.3424918100318877,-2.7948411141033844,-0.2886590869848016,2.847420686467835
0.9835202180296454,-4.308416132654424,0.03666596505344444,3.537700836752615
0.5141248861488492,-4.85140289522847,0.3950148420176225,3.5385994045997755
0.03989968154839829,-4.5021720534372704,0.72077018840438,2.8514174073250267
-0.354396734068696,-3.276929561995079,0.9567885034457326,1.6945668761280537
-0.6016212830547696,-1.580897237820544,1.055500783526763,0.33481314553313624
-0.6716925295471796,0.1559808500359452,0.9567536158364076,-2.240199087191714
-0.5768767836321853,1.682807535501606,0.6229838273655677,-4.164136641841192
-0.34949780196345515,2.7917255202152287,0.15506275767081856,-5.066132421981873
-0.04010762198982398,3.2347727016133554,-0.36021935859836507,-5.0180202072657885
0.27920570148234525,3.087935428512754,-0.8162302394607366,-3.987964374884502
0.5498121240397511,2.291885292090832,-1.141248254354032,-2.3134657725018073
0.7291598259562253,1.196564267356564,-1.2783471224371432,-0.3702431427023587
0.7804035379980085,-0.027303329111923347,-1.2220085988427725,1.4579567628735735
0.776714937782927,-0.036917974251446495,-0.8978005699592222,4.766122430691436
0.6851501058054215,-1.7714109626383276,-0.26974083890809997,7.32000279772949
0.4397963766150941,-3.0123849393526587,0.5251705869061594,8.276445116359415
0.05421817559568165,-4.62291286595161,1.2620204997630733,6.37485498044499
-0.4393932652172561,-5.17636860472545,1.7740155261334634,3.4051562934507906
-0.9570072396002756,-5.174142799660894,1.8414674894182514,-2.1749389724591577
-1.441809843973708,-4.205613302008249,1.3682952837761189,-6.794469480035234
-1.6198898783337938,0.4814756415790793,0.5316078780525677,-9.539009119455697
-1.3578703306225695,4.631675691727576,-0.46502762464499714,-10.097773042442311
