V1,C1,V2,C2,V1_s,F_in1,F_in2
23.295127705865358,3.8133800636629833,76.70487229413463,3.781366349661476,23.295127705865358,3.2063979823967825,2.5572928515570545
25.836427375683428,3.942420705307554,74.16357262431657,3.6354863712022247,25.836427375683428,3.2063979823967825,2.5572928515570545
28.135889502159554,3.9927053769383614,71.8641104978404,3.510432470481422,28.135889502159554,3.2063979823967825,2.5572928515570545
30.21652892111732,3.993003894247148,69.78347107888267,3.4036063657181,30.21652892111732,3.2063979823967825,2.5572928515570545
32.09916985143591,3.961217602781806,67.90083014856407,3.312635298040387,32.09916985143591,3.2063979823967825,2.5572928515570545
33.80265545383738,3.9089399082253466,66.19734454616254,3.235375803766275,33.80265545383738,3.2063979823967825,2.5572928515570545
35.344054014568236,3.8439023335807345,64.65594598543174,3.1699071613171066,35.344054014568236,3.2063979823967825,2.5572928515570545
36.738750900577685,3.7713450091752163,63.26124909942227,3.114530153848811,36.738750900577685,3.2063979823967825,2.5572928515570545
38.000718791210026,3.694892437266498,61.999281208789924,3.067740716100262,38.000718791210026,3.2063979823967825,2.5572928515570545
39.14259574255124,3.6170554272410858,60.857404257448714,3.0282224092907475,39.14259574255124,3.2063979823967825,2.5572928515570545
40.17580930362843,3.5395735271849387,59.82419069637153,2.994830636593595,40.17580930362843,3.2063979823967825,2.5572928515570545
41.110694350858154,3.4636439384020994,58.889305649141804,2.966576026189582,41.110694350858154,3.2063979823967825,2.5572928515570545
41.95661428514061,3.390078104511689,58.04338571485935,2.9426070108585103,41.95661428514061,3.2063979823967825,2.5572928515570545
42.72203515739524,3.319408005091524,57.27796484260472,2.922196475834045,42.72203515739524,3.2063979823967825,2.5572928515570545
43.41461081001505,3.2519636146616064,56.58538918998491,2.904727128957222,43.41461081001505,3.2063979823967825,2.5572928515570545
44.04127804786634,3.1879286236130855,55.958721952133615,2.88967667351135,44.04127804786634,3.2063979823967825,2.5572928515570545
44.60831246845998,3.1273799476252866,55.39168753153998,2.876606632317068,44.60831246845998,3.2063979823967825,2.5572928515570545
45.1213915819503,3.0703174058244826,54.87860841804966,2.865151059612293,45.1213915819503,3.2063979823967825,2.5572928515570545
45.58563895603491,3.0166859590891058,54.41436104396504,2.8550070684579283,45.58563895603491,3.2063979823967825,2.5572928515570545
46.00571981642239,2.8172930904984126,53.99428018357757,2.8787702922320952,46.00571981642239,11.221048119704562,18.14785433547937
46.38582800654827,2.6686991497997257,53.61417199345168,2.890735965192129,46.38582800654827,11.221048119704562,18.14785433547937
46.72976364453697,2.557132266959213,53.270236355462984,2.89585956974234,46.72976364453697,11.221048119704562,18.14785433547937
47.04096906514134,2.4727500691134696,52.95903093485862,2.897223840903551,47.04096906514134,11.221048119704562,18.14785433547937
47.32255824884243,2.40847317103486,52.67744175115753,2.8966960898492644,47.32255824884243,11.221048119704562,18.14785433547937
